Time_sec,Lat,Lon,Yaw_deg,North_m,East_m,Dist_to_Node_m,CrossTrackErr_m,Surge_Cmd,Yaw_Cmd_deg,Event
0.00,43.706629,10.475672,136.05,22.82,32.64,1.18,-0.58,0.00,45.00,
0.10,43.706629,10.475672,136.05,22.80,32.65,1.19,-0.60,0.00,45.00,
0.20,43.706629,10.475672,136.04,22.78,32.67,1.20,-0.63,0.00,45.00,
0.30,43.706628,10.475673,135.99,22.77,32.69,1.22,-0.65,0.00,45.00,
0.40,43.706628,10.475673,135.89,22.75,32.70,1.23,-0.67,0.00,45.00,
0.50,43.706628,10.475673,135.76,22.73,32.72,1.24,-0.69,0.00,45.00,
0.60,43.706628,10.475673,135.69,22.72,32.73,1.25,-0.72,0.00,45.00,
0.70,43.706628,10.475673,135.69,22.70,32.74,1.26,-0.74,0.00,45.00,
0.80,43.706628,10.475674,135.74,22.69,32.76,1.27,-0.76,0.00,45.00,
0.90,43.706628,10.475674,135.76,22.67,32.77,1.28,-0.78,0.00,45.00,
1.00,43.706627,10.475674,135.72,22.66,32.78,1.29,-0.79,0.00,45.00,
1.10,43.706627,10.475674,135.63,22.65,32.79,1.30,-0.81,0.00,45.00,
1.20,43.706627,10.475674,135.53,22.63,32.81,1.31,-0.83,0.00,45.00,
1.30,43.706627,10.475674,135.49,22.62,32.82,1.32,-0.85,0.00,45.00,
1.40,43.706627,10.475674,135.51,22.61,32.83,1.33,-0.86,0.00,45.00,
1.50,43.706627,10.475675,135.53,22.59,32.84,1.34,-0.88,0.00,45.00,
1.60,43.706627,10.475675,135.51,22.58,32.85,1.35,-0.90,0.00,45.00,
1.70,43.706627,10.475675,135.44,22.57,32.86,1.36,-0.91,0.00,45.00,
1.80,43.706627,10.475675,135.35,22.56,32.87,1.37,-0.92,0.00,45.00,
1.90,43.706627,10.475675,135.30,22.55,32.88,1.38,-0.94,0.00,45.00,
2.00,43.706626,10.475675,135.30,22.54,32.89,1.39,-0.95,0.00,45.00,
2.10,43.706626,10.475675,135.33,22.53,32.90,1.40,-0.96,0.00,45.00,
2.20,43.706626,10.475675,135.37,22.52,32.91,1.41,-0.98,0.00,45.00,
2.30,43.706626,10.475675,135.38,22.52,32.91,1.41,-0.99,0.00,45.00,
2.40,43.706626,10.475676,135.38,22.51,32.92,1.42,-1.00,0.00,45.00,
2.50,43.706626,10.475676,135.37,22.50,32.93,1.43,-1.01,0.00,45.00,
2.60,43.706626,10.475676,135.37,22.50,32.93,1.43,-1.02,0.00,45.00,
2.70,43.706626,10.475676,135.41,22.49,32.94,1.44,-1.02,0.00,45.00,
2.80,43.706626,10.475676,135.47,22.48,32.94,1.44,-1.03,0.00,45.00,
2.90,43.706626,10.475676,135.57,22.48,32.95,1.45,-1.04,0.00,45.00,
3.00,43.706626,10.475676,135.69,22.47,32.95,1.45,-1.05,0.00,45.00,
3.10,43.706626,10.475676,135.82,22.47,32.96,1.46,-1.05,0.00,45.00,
3.20,43.706626,10.475676,135.95,22.47,32.96,1.46,-1.06,0.00,45.00,
3.30,43.706626,10.475676,136.09,22.46,32.97,1.47,-1.06,0.00,45.00,
3.40,43.706626,10.475676,136.26,22.46,32.97,1.47,-1.07,0.00,45.00,
3.50,43.706626,10.475676,136.48,22.46,32.97,1.47,-1.07,0.00,45.00,
3.60,43.706626,10.475676,136.74,22.45,32.98,1.48,-1.08,0.00,45.00,
3.70,43.706626,10.475676,136.99,22.45,32.98,1.48,-1.08,0.00,45.00,
3.80,43.706626,10.475676,137.20,22.45,32.98,1.48,-1.08,0.00,45.00,
3.90,43.706626,10.475676,137.36,22.45,32.99,1.49,-1.09,0.00,45.00,
4.00,43.706626,10.475676,137.48,22.45,32.99,1.49,-1.09,0.00,45.00,
4.10,43.706626,10.475676,137.58,22.45,32.99,1.49,-1.09,0.00,45.00,
4.20,43.706626,10.475676,137.69,22.44,32.99,1.49,-1.09,0.00,45.00,
4.30,43.706626,10.475676,137.77,22.44,32.99,1.49,-1.09,0.00,45.00,
4.40,43.706626,10.475676,137.80,22.44,32.99,1.49,-1.09,0.00,45.00,
4.50,43.706626,10.475676,137.75,22.44,32.99,1.49,-1.09,0.00,45.00,
4.60,43.706626,10.475676,137.63,22.44,32.99,1.49,-1.09,0.00,45.00,
4.70,43.706626,10.475676,137.47,22.44,32.99,1.49,-1.09,0.00,45.00,
4.80,43.706626,10.475676,137.31,22.44,32.99,1.49,-1.09,0.00,45.00,
4.90,43.706626,10.475676,137.16,22.44,32.99,1.49,-1.09,0.00,45.00,
5.10,43.706626,10.475676,136.87,22.44,32.98,1.48,-1.09,0.00,45.00,
5.10,43.706626,10.475676,136.87,22.44,32.98,1.48,-1.09,0.00,45.00,
5.20,43.706626,10.475676,136.73,22.44,32.98,1.48,-1.09,0.00,45.00,
5.30,43.706626,10.475676,136.58,22.44,32.98,1.48,-1.09,0.00,45.00,
5.40,43.706626,10.475676,136.44,22.44,32.98,1.48,-1.09,0.00,45.00,
5.50,43.706626,10.475676,136.29,22.44,32.98,1.48,-1.09,0.00,45.00,
5.60,43.706626,10.475676,136.16,22.44,32.98,1.48,-1.09,0.00,45.00,
5.70,43.706626,10.475676,136.03,22.44,32.98,1.48,-1.08,0.00,45.00,
5.80,43.706626,10.475676,135.90,22.44,32.97,1.47,-1.08,0.00,45.00,
5.90,43.706626,10.475676,135.76,22.44,32.97,1.47,-1.08,0.00,45.00,
6.00,43.706626,10.475676,135.59,22.45,32.97,1.47,-1.08,0.00,45.00,
6.10,43.706626,10.475676,135.39,22.45,32.97,1.47,-1.07,0.00,45.00,
6.20,43.706626,10.475676,135.16,22.45,32.97,1.47,-1.07,0.00,45.00,
6.30,43.706626,10.475676,134.88,22.46,32.97,1.47,-1.07,0.00,45.00,
6.40,43.706626,10.475676,134.56,22.46,32.96,1.47,-1.06,0.00,45.00,
6.50,43.706626,10.475676,134.19,22.46,32.96,1.46,-1.06,0.00,45.00,
6.60,43.706626,10.475676,133.79,22.46,32.96,1.46,-1.06,0.00,45.00,
6.70,43.706626,10.475676,133.35,22.46,32.96,1.46,-1.06,0.00,45.00,
6.80,43.706626,10.475676,132.88,22.46,32.95,1.45,-1.06,0.00,45.00,
6.90,43.706626,10.475676,132.34,22.46,32.95,1.45,-1.05,0.00,45.00,
7.00,43.706626,10.475676,131.72,22.46,32.95,1.45,-1.05,0.00,45.00,
7.10,43.706626,10.475676,130.99,22.46,32.95,1.45,-1.05,0.00,45.00,
7.20,43.706626,10.475676,130.16,22.46,32.95,1.45,-1.05,0.00,45.00,
7.30,43.706626,10.475676,129.24,22.46,32.95,1.45,-1.05,0.00,45.00,
7.40,43.706626,10.475676,128.24,22.46,32.95,1.45,-1.05,0.00,45.00,
7.50,43.706626,10.475676,127.16,22.47,32.95,1.45,-1.05,0.00,45.00,
7.60,43.706626,10.475676,125.98,22.47,32.95,1.45,-1.05,0.00,45.00,
7.70,43.706626,10.475676,124.69,22.47,32.95,1.45,-1.04,0.00,45.00,
7.80,43.706626,10.475676,123.27,22.47,32.95,1.45,-1.04,0.00,45.00,
7.90,43.706626,10.475676,121.79,22.47,32.94,1.45,-1.04,0.00,45.00,
8.00,43.706626,10.475676,120.27,22.47,32.94,1.44,-1.04,0.00,45.00,
8.10,43.706626,10.475676,118.69,22.47,32.94,1.44,-1.04,0.00,45.00,
8.20,43.706626,10.475676,117.02,22.47,32.94,1.44,-1.04,0.00,45.00,
8.30,43.706626,10.475676,115.25,22.47,32.94,1.45,-1.04,0.00,45.00,
8.40,43.706626,10.475676,113.42,22.48,32.95,1.45,-1.04,0.00,45.00,
8.50,43.706626,10.475676,111.56,22.48,32.95,1.45,-1.04,0.00,45.00,
8.60,43.706626,10.475676,109.66,22.48,32.95,1.45,-1.04,0.00,45.00,
8.70,43.706626,10.475676,107.73,22.48,32.94,1.44,-1.04,0.00,45.00,
8.80,43.706626,10.475676,105.78,22.48,32.94,1.44,-1.03,0.00,45.00,
8.90,43.706626,10.475676,103.85,22.49,32.94,1.44,-1.03,0.00,45.00,
9.00,43.706626,10.475676,101.97,22.49,32.94,1.44,-1.03,0.00,45.00,
9.10,43.706626,10.475676,100.11,22.49,32.94,1.44,-1.03,0.00,45.00,
9.20,43.706626,10.475676,98.21,22.49,32.94,1.44,-1.03,0.00,45.00,
9.30,43.706626,10.475676,96.24,22.49,32.94,1.44,-1.02,0.00,45.00,
9.40,43.706626,10.475676,94.25,22.50,32.94,1.44,-1.02,0.00,45.00,
9.50,43.706626,10.475676,92.27,22.50,32.94,1.44,-1.02,0.00,45.00,
9.60,43.706626,10.475676,90.35,22.50,32.94,1.44,-1.01,0.00,45.00,
9.70,43.706626,10.475676,88.53,22.51,32.94,1.44,-1.01,0.00,45.00,
9.80,43.706626,10.475676,86.76,22.51,32.94,1.44,-1.01,0.00,45.00,
9.90,43.706626,10.475676,84.99,22.51,32.93,1.43,-1.00,0.00,45.00,
10.00,43.706626,10.475676,83.22,22.52,32.93,1.43,-1.00,0.00,45.00,
10.10,43.706626,10.475676,81.41,22.52,32.93,1.43,-1.00,0.00,45.00,
10.20,43.706626,10.475676,79.63,22.52,32.93,1.43,-1.00,0.00,45.00,
10.30,43.706626,10.475676,77.92,22.52,32.93,1.43,-1.00,0.00,45.00,
10.40,43.706626,10.475676,76.27,22.52,32.93,1.43,-1.00,0.00,45.00,
10.50,43.706626,10.475676,74.65,22.53,32.93,1.43,-0.99,0.00,-45.00,
10.60,43.706626,10.475676,73.05,22.53,32.93,1.43,-0.99,0.00,-45.00,
10.70,43.706626,10.475676,71.50,22.54,32.93,1.43,-0.99,0.00,-45.00,
10.80,43.706626,10.475676,70.04,22.54,32.93,1.43,-0.99,0.00,-45.00,
10.90,43.706626,10.475676,68.63,22.54,32.93,1.44,-0.98,0.00,-45.00,
11.00,43.706626,10.475676,67.27,22.54,32.94,1.44,-0.98,0.00,-45.00,
11.10,43.706626,10.475676,65.91,22.55,32.94,1.44,-0.98,0.00,-45.00,
11.20,43.706627,10.475676,64.62,22.55,32.94,1.44,-0.98,0.00,-45.00,
11.30,43.706627,10.475676,63.44,22.55,32.94,1.44,-0.98,0.00,-45.00,
11.40,43.706627,10.475676,62.38,22.55,32.94,1.44,-0.98,0.00,-45.00,
11.50,43.706627,10.475676,61.39,22.56,32.94,1.44,-0.98,0.00,-45.00,
11.60,43.706627,10.475676,60.44,22.56,32.94,1.44,-0.97,0.00,-45.00,
11.70,43.706627,10.475676,59.48,22.56,32.94,1.44,-0.97,0.00,-45.00,
11.80,43.706627,10.475676,58.55,22.56,32.94,1.44,-0.97,0.00,-45.00,
11.90,43.706627,10.475676,57.64,22.56,32.94,1.44,-0.98,0.00,-45.00,
12.00,43.706627,10.475676,56.77,22.57,32.94,1.44,-0.97,0.00,-45.00,
12.10,43.706627,10.475676,55.97,22.57,32.94,1.44,-0.97,0.00,-45.00,
12.20,43.706627,10.475676,55.24,22.57,32.94,1.45,-0.97,0.00,-45.00,
12.30,43.706627,10.475676,54.63,22.57,32.94,1.45,-0.97,0.00,-45.00,
12.40,43.706627,10.475676,54.06,22.57,32.94,1.45,-0.97,0.00,-45.00,
12.50,43.706627,10.475676,53.54,22.57,32.94,1.45,-0.97,0.00,-45.00,
12.60,43.706627,10.475676,53.09,22.58,32.94,1.44,-0.97,0.00,-45.00,
12.70,43.706627,10.475676,52.69,22.57,32.94,1.44,-0.97,0.00,-45.00,
12.80,43.706627,10.475676,52.36,22.57,32.94,1.44,-0.97,0.00,-45.00,
12.90,43.706627,10.475676,52.14,22.58,32.94,1.44,-0.97,0.00,-45.00,
13.00,43.706627,10.475676,51.97,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.10,43.706627,10.475676,51.82,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.20,43.706627,10.475676,51.65,22.58,32.94,1.44,-0.96,0.00,-45.00,
13.30,43.706627,10.475676,51.45,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.40,43.706627,10.475676,51.28,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.50,43.706627,10.475676,51.14,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.60,43.706627,10.475676,51.02,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.70,43.706627,10.475676,50.90,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.80,43.706627,10.475676,50.76,22.57,32.94,1.44,-0.97,0.00,-45.00,
13.90,43.706627,10.475676,50.63,22.57,32.94,1.44,-0.97,0.00,-45.00,
14.00,43.706627,10.475676,50.50,22.57,32.95,1.45,-0.97,0.00,-45.00,
14.10,43.706627,10.475676,50.37,22.57,32.95,1.45,-0.97,0.00,-45.00,
14.20,43.706627,10.475676,50.24,22.57,32.95,1.45,-0.97,0.00,-45.00,
14.30,43.706627,10.475676,50.08,22.57,32.95,1.45,-0.98,0.00,-45.00,
14.40,43.706627,10.475676,49.87,22.57,32.95,1.45,-0.98,0.00,-45.00,
14.50,43.706627,10.475676,49.68,22.57,32.95,1.46,-0.98,0.00,-45.00,
14.60,43.706627,10.475676,49.53,22.57,32.96,1.46,-0.98,0.00,-45.00,
14.70,43.706627,10.475676,49.46,22.57,32.96,1.46,-0.98,0.00,-45.00,
14.80,43.706627,10.475676,49.40,22.57,32.96,1.46,-0.98,0.00,-45.00,
14.90,43.706627,10.475676,49.31,22.57,32.96,1.46,-0.98,0.00,-45.00,
15.00,43.706627,10.475676,49.18,22.57,32.96,1.46,-0.98,0.00,-45.00,
15.10,43.706627,10.475676,49.02,22.57,32.96,1.46,-0.99,0.00,-45.00,
15.20,43.706627,10.475676,48.92,22.57,32.96,1.46,-0.99,0.00,-45.00,
15.30,43.706627,10.475676,48.90,22.56,32.96,1.46,-0.99,0.00,-45.00,
15.40,43.706627,10.475676,48.95,22.56,32.96,1.46,-0.99,0.00,-45.00,
15.50,43.706627,10.475676,49.05,22.56,32.96,1.47,-0.99,0.00,-45.00,
15.60,43.706627,10.475676,49.13,22.56,32.96,1.46,-0.99,0.00,-45.00,
15.70,43.706627,10.475676,49.15,22.56,32.97,1.47,-0.99,0.00,-45.00,
15.80,43.706627,10.475676,49.13,22.56,32.97,1.47,-0.99,0.00,-45.00,
15.90,43.706627,10.475676,49.09,22.56,32.97,1.47,-1.00,0.00,-45.00,
16.00,43.706627,10.475676,49.11,22.56,32.98,1.48,-1.00,0.00,-45.00,
16.10,43.706627,10.475676,49.19,22.56,32.98,1.48,-1.00,0.00,-45.00,
16.20,43.706627,10.475676,49.31,22.56,32.98,1.49,-1.00,0.00,-45.00,
16.30,43.706627,10.475676,49.42,22.57,32.99,1.49,-1.01,0.00,-45.00,
16.40,43.706627,10.475676,49.47,22.57,32.99,1.50,-1.01,0.00,-45.00,
16.50,43.706627,10.475677,49.43,22.57,33.00,1.50,-1.02,0.00,-45.00,
16.60,43.706627,10.475677,49.36,22.57,33.01,1.51,-1.02,0.00,-45.00,
16.70,43.706627,10.475677,49.31,22.57,33.01,1.51,-1.02,0.00,-45.00,
16.80,43.706627,10.475677,49.33,22.57,33.02,1.52,-1.02,0.00,-45.00,
16.90,43.706627,10.475677,49.39,22.57,33.02,1.53,-1.03,0.00,-45.00,
17.00,43.706627,10.475677,49.45,22.58,33.03,1.53,-1.03,0.00,-45.00,
17.10,43.706627,10.475677,49.48,22.58,33.04,1.54,-1.03,0.00,-45.00,
17.20,43.706627,10.475677,49.45,22.58,33.04,1.54,-1.03,0.00,-45.00,
17.30,43.706627,10.475677,49.38,22.59,33.05,1.55,-1.03,0.00,-45.00,
17.40,43.706627,10.475677,49.34,22.59,33.06,1.56,-1.04,0.00,-45.00,
17.50,43.706627,10.475677,49.31,22.59,33.06,1.57,-1.04,0.00,-45.00,
17.60,43.706627,10.475677,49.36,22.59,33.07,1.58,-1.05,0.00,-45.00,
17.70,43.706627,10.475678,49.44,22.60,33.08,1.58,-1.04,0.00,-45.00,
17.80,43.706627,10.475678,49.52,22.60,33.09,1.59,-1.05,0.00,-45.00,
17.90,43.706627,10.475678,49.57,22.61,33.09,1.60,-1.05,0.00,-45.00,
18.00,43.706627,10.475678,49.57,22.61,33.10,1.60,-1.05,0.00,-45.00,
18.10,43.706627,10.475678,49.55,22.61,33.11,1.61,-1.06,0.00,-45.00,
18.20,43.706627,10.475678,49.53,22.62,33.11,1.62,-1.06,0.00,-45.00,
18.30,43.706627,10.475678,49.52,22.62,33.12,1.63,-1.06,0.00,-45.00,
18.40,43.706627,10.475678,49.53,22.62,33.13,1.63,-1.07,0.00,-45.00,
18.50,43.706627,10.475678,49.53,22.63,33.14,1.64,-1.07,0.00,-45.00,
18.60,43.706627,10.475678,49.48,22.63,33.14,1.65,-1.07,0.00,-45.00,
18.70,43.706627,10.475678,49.42,22.63,33.15,1.65,-1.07,0.00,-45.00,
18.80,43.706627,10.475678,49.35,22.63,33.16,1.66,-1.08,0.00,-45.00,
18.90,43.706627,10.475679,49.32,22.64,33.16,1.67,-1.07,0.00,-45.00,
19.00,43.706627,10.475679,49.35,22.64,33.17,1.67,-1.08,0.00,-45.00,
19.10,43.706627,10.475679,49.38,22.65,33.17,1.68,-1.08,0.00,-45.00,
19.20,43.706627,10.475679,49.39,22.65,33.18,1.68,-1.08,0.00,-45.00,
19.30,43.706627,10.475679,49.34,22.65,33.18,1.69,-1.08,0.00,-45.00,
19.40,43.706627,10.475679,49.24,22.65,33.19,1.69,-1.09,0.00,-45.00,
19.50,43.706627,10.475679,49.17,22.66,33.19,1.70,-1.08,0.00,-45.00,
19.60,43.706627,10.475679,49.14,22.66,33.20,1.70,-1.09,0.00,-45.00,
19.70,43.706628,10.475679,49.15,22.66,33.20,1.71,-1.09,0.00,-45.00,
19.80,43.706628,10.475679,49.18,22.66,33.21,1.71,-1.09,0.00,-45.00,
19.90,43.706628,10.475679,49.18,22.66,33.21,1.72,-1.09,0.00,-45.00,
20.00,43.706628,10.475679,49.15,22.67,33.21,1.72,-1.09,0.00,-45.00,
20.10,43.706628,10.475679,49.10,22.67,33.22,1.72,-1.09,0.00,-45.00,
20.20,43.706628,10.475679,49.04,22.67,33.22,1.73,-1.09,0.00,-45.00,
20.30,43.706628,10.475679,49.02,22.67,33.22,1.73,-1.10,0.00,-45.00,
20.40,43.706628,10.475679,48.99,22.67,33.23,1.73,-1.10,0.00,-45.00,
20.50,43.706628,10.475679,48.98,22.68,33.23,1.74,-1.09,0.00,-45.00,
20.60,43.706628,10.475679,48.98,22.68,33.23,1.74,-1.09,0.00,-45.00,
20.70,43.706628,10.475679,48.98,22.68,33.23,1.74,-1.09,0.00,-45.00,
20.80,43.706628,10.475679,48.99,22.69,33.23,1.74,-1.09,0.00,-45.00,
20.90,43.706628,10.475679,49.03,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.00,43.706628,10.475679,49.10,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.10,43.706628,10.475680,49.17,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.20,43.706628,10.475680,49.22,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.30,43.706628,10.475680,49.27,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.40,43.706628,10.475680,49.31,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.50,43.706628,10.475680,49.35,22.69,33.24,1.75,-1.10,0.00,-45.00,
21.60,43.706628,10.475680,49.39,22.69,33.25,1.76,-1.10,0.00,-45.00,
21.70,43.706628,10.475680,49.43,22.69,33.25,1.76,-1.10,0.00,-45.00,
21.80,43.706628,10.475680,49.47,22.69,33.25,1.76,-1.10,0.00,-45.00,
21.90,43.706628,10.475680,49.49,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.00,43.706628,10.475680,49.48,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.10,43.706628,10.475680,49.46,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.20,43.706628,10.475680,49.42,22.70,33.25,1.76,-1.09,0.00,-45.00,
22.30,43.706628,10.475680,49.38,22.70,33.25,1.76,-1.09,0.00,-45.00,
22.40,43.706628,10.475680,49.40,22.70,33.25,1.76,-1.09,0.00,-45.00,
22.50,43.706628,10.475680,49.44,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.60,43.706628,10.475680,49.49,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.70,43.706628,10.475680,49.49,22.70,33.24,1.76,-1.09,0.00,-45.00,
22.80,43.706628,10.475680,49.38,22.70,33.25,1.76,-1.09,0.00,-45.00,
22.90,43.706628,10.475680,49.24,22.71,33.25,1.76,-1.09,0.00,-45.00,
23.00,43.706628,10.475680,49.15,22.71,33.25,1.76,-1.09,0.00,-45.00,
23.10,43.706628,10.475680,49.16,22.71,33.25,1.76,-1.09,0.00,-45.00,
23.20,43.706628,10.475680,49.26,22.71,33.24,1.76,-1.08,0.00,-45.00,
23.30,43.706628,10.475680,49.34,22.72,33.24,1.76,-1.08,0.00,-45.00,
23.40,43.706628,10.475680,49.33,22.72,33.24,1.75,-1.08,0.00,-45.00,
23.50,43.706628,10.475680,49.23,22.72,33.24,1.76,-1.08,0.00,-45.00,
23.60,43.706628,10.475680,49.10,22.71,33.24,1.76,-1.08,0.00,-45.00,
23.70,43.706628,10.475680,49.06,22.71,33.24,1.76,-1.08,0.00,-45.00,
23.80,43.706628,10.475680,49.13,22.71,33.25,1.76,-1.09,0.00,-45.00,
23.90,43.706628,10.475680,49.23,22.71,33.24,1.76,-1.08,0.00,-45.00,
24.00,43.706628,10.475680,49.32,22.72,33.24,1.76,-1.08,0.00,-45.00,
24.10,43.706628,10.475680,49.30,22.72,33.24,1.75,-1.08,0.00,-45.00,
24.20,43.706628,10.475680,49.19,22.72,33.24,1.75,-1.07,0.00,-45.00,
24.30,43.706628,10.475680,49.06,22.72,33.24,1.75,-1.07,0.00,-45.00,
24.40,43.706628,10.475680,48.97,22.72,33.24,1.75,-1.07,0.00,-45.00,
24.50,43.706628,10.475680,48.98,22.73,33.24,1.75,-1.07,0.00,-45.00,
24.60,43.706628,10.475679,49.08,22.73,33.24,1.75,-1.07,0.00,-45.00,
24.70,43.706628,10.475679,49.18,22.73,33.23,1.75,-1.06,0.00,-45.00,
24.80,43.706628,10.475679,49.25,22.73,33.23,1.75,-1.06,0.00,-45.00,
24.90,43.706628,10.475679,49.25,22.73,33.23,1.75,-1.06,0.00,-45.00,
25.00,43.706628,10.475679,49.19,22.73,33.23,1.75,-1.06,0.00,-45.00,
25.10,43.706628,10.475679,49.13,22.73,33.23,1.75,-1.06,0.00,-45.00,
25.20,43.706628,10.475679,49.09,22.73,33.23,1.75,-1.06,0.00,-45.00,
25.30,43.706628,10.475679,49.13,22.73,33.23,1.74,-1.06,0.00,-45.00,
25.40,43.706628,10.475679,49.20,22.73,33.23,1.74,-1.06,0.00,-45.00,
25.50,43.706628,10.475679,49.27,22.73,33.22,1.74,-1.05,0.00,-45.00,
25.60,43.706628,10.475679,49.30,22.73,33.22,1.74,-1.05,0.00,-45.00,
25.70,43.706628,10.475679,49.25,22.73,33.22,1.73,-1.05,0.00,-45.00,
25.80,43.706628,10.475679,49.18,22.74,33.22,1.73,-1.05,0.00,-45.00,
25.90,43.706628,10.475679,49.12,22.74,33.22,1.73,-1.05,0.00,-45.00,
26.00,43.706628,10.475679,49.08,22.74,33.21,1.73,-1.04,0.00,-45.00,
26.10,43.706628,10.475679,49.09,22.74,33.21,1.73,-1.04,0.00,-45.00,
26.20,43.706628,10.475679,49.12,22.74,33.21,1.73,-1.04,0.00,-45.00,
26.30,43.706628,10.475679,49.18,22.74,33.21,1.73,-1.04,0.00,-45.00,
26.40,43.706628,10.475679,49.23,22.74,33.21,1.72,-1.04,0.00,-45.00,
26.50,43.706628,10.475679,49.25,22.74,33.21,1.72,-1.04,0.00,-45.00,
26.60,43.706628,10.475679,49.24,22.73,33.21,1.72,-1.04,0.00,-45.00,
26.70,43.706628,10.475679,49.21,22.74,33.20,1.72,-1.04,0.00,-45.00,
26.80,43.706628,10.475679,49.17,22.74,33.20,1.72,-1.04,0.00,-45.00,
26.90,43.706628,10.475679,49.18,22.74,33.20,1.72,-1.03,0.00,-45.00,
27.00,43.706628,10.475679,49.22,22.74,33.20,1.71,-1.03,0.00,-45.00,
27.10,43.706628,10.475679,49.28,22.74,33.19,1.71,-1.03,0.00,-45.00,
27.20,43.706628,10.475679,49.31,22.75,33.19,1.71,-1.02,0.00,-45.00,
27.30,43.706628,10.475679,49.26,22.75,33.19,1.70,-1.02,0.00,-45.00,
27.40,43.706628,10.475679,49.18,22.75,33.19,1.70,-1.02,0.00,-45.00,
27.50,43.706628,10.475679,49.10,22.75,33.19,1.70,-1.02,0.00,-45.00,
27.60,43.706628,10.475679,49.03,22.75,33.18,1.70,-1.01,0.00,-45.00,
27.70,43.706628,10.475679,49.04,22.75,33.18,1.70,-1.01,0.00,-45.00,
27.80,43.706628,10.475679,49.06,22.75,33.18,1.70,-1.01,0.00,-45.00,
27.90,43.706628,10.475679,49.08,22.75,33.18,1.70,-1.01,0.00,-45.00,
28.00,43.706628,10.475679,49.05,22.75,33.18,1.70,-1.01,0.00,-45.00,
